RUN	simulations.CircuitBreakerSimulation	circuitbreakersimulation	1554985040255	 	3.0.3
USER	Circuit breaker scenario	388	END	1554985078802	1554985079652
USER	Circuit breaker scenario	405	START	1554985079653	1554985079653
REQUEST	392		circuit-breaker	1554985079004	1554985079656	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	392	END	1554985079003	1554985079656
REQUEST	396		circuit-breaker	1554985079203	1554985079659	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	396	END	1554985079202	1554985079660
REQUEST	400		circuit-breaker	1554985079403	1554985079664	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	400	END	1554985079402	1554985079664
REQUEST	404		circuit-breaker	1554985079603	1554985079670	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	404	END	1554985079602	1554985079671
USER	Circuit breaker scenario	406	START	1554985079703	1554985079703
USER	Circuit breaker scenario	407	START	1554985079754	1554985079754
REQUEST	407		circuit-breaker	1554985079755	1554985079760	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	407	END	1554985079754	1554985079761
USER	Circuit breaker scenario	408	START	1554985079803	1554985079803
REQUEST	408		circuit-breaker	1554985079804	1554985079810	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	408	END	1554985079803	1554985079811
USER	Circuit breaker scenario	409	START	1554985079853	1554985079853
USER	Circuit breaker scenario	410	START	1554985079902	1554985079902
REQUEST	290		circuit-breaker	1554985073344	1554985079940	OK	 
USER	Circuit breaker scenario	290	END	1554985073343	1554985079941
REQUEST	294		circuit-breaker	1554985073583	1554985079945	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	294	END	1554985073582	1554985079946
REQUEST	298		circuit-breaker	1554985073814	1554985079949	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	298	END	1554985073813	1554985079950
REQUEST	302		circuit-breaker	1554985074053	1554985079952	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	411	START	1554985079953	1554985079953
USER	Circuit breaker scenario	302	END	1554985074052	1554985079953
REQUEST	306		circuit-breaker	1554985074283	1554985079959	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	306	END	1554985074283	1554985079960
REQUEST	310		circuit-breaker	1554985074523	1554985079962	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	310	END	1554985074522	1554985079963
REQUEST	314		circuit-breaker	1554985074753	1554985079964	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	411		circuit-breaker	1554985079953	1554985079965	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	314	END	1554985074753	1554985079965
USER	Circuit breaker scenario	411	END	1554985079953	1554985079965
REQUEST	318		circuit-breaker	1554985074974	1554985079974	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	318	END	1554985074974	1554985079975
REQUEST	322		circuit-breaker	1554985075203	1554985079980	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	322	END	1554985075203	1554985079981
REQUEST	326		circuit-breaker	1554985075423	1554985079984	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	326	END	1554985075423	1554985079985
REQUEST	330		circuit-breaker	1554985075645	1554985079988	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	330	END	1554985075644	1554985079988
REQUEST	334		circuit-breaker	1554985075864	1554985079992	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	334	END	1554985075864	1554985079992
REQUEST	338		circuit-breaker	1554985076093	1554985079996	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	338	END	1554985076093	1554985079997
REQUEST	342		circuit-breaker	1554985076314	1554985080000	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	342	END	1554985076313	1554985080001
USER	Circuit breaker scenario	412	START	1554985080002	1554985080002
REQUEST	346		circuit-breaker	1554985076534	1554985080009	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	346	END	1554985076534	1554985080010
REQUEST	412		circuit-breaker	1554985080002	1554985080013	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	350		circuit-breaker	1554985076753	1554985080013	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	412	END	1554985080002	1554985080014
USER	Circuit breaker scenario	350	END	1554985076753	1554985080015
REQUEST	354		circuit-breaker	1554985076973	1554985080019	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	354	END	1554985076972	1554985080020
REQUEST	358		circuit-breaker	1554985077204	1554985080024	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	358	END	1554985077203	1554985080024
REQUEST	362		circuit-breaker	1554985077423	1554985080028	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	362	END	1554985077422	1554985080028
REQUEST	366		circuit-breaker	1554985077643	1554985080038	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	366	END	1554985077642	1554985080038
REQUEST	370		circuit-breaker	1554985077865	1554985080045	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	370	END	1554985077864	1554985080046
REQUEST	374		circuit-breaker	1554985078072	1554985080051	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	374	END	1554985078072	1554985080051
USER	Circuit breaker scenario	413	START	1554985080053	1554985080053
REQUEST	378		circuit-breaker	1554985078283	1554985080055	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	378	END	1554985078282	1554985080057
REQUEST	382		circuit-breaker	1554985078500	1554985080064	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	382	END	1554985078492	1554985080065
REQUEST	386		circuit-breaker	1554985078703	1554985080069	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	386	END	1554985078703	1554985080069
REQUEST	289		circuit-breaker	1554985073283	1554985080081	OK	 
USER	Circuit breaker scenario	289	END	1554985073282	1554985080081
REQUEST	293		circuit-breaker	1554985073525	1554985080084	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	293	END	1554985073524	1554985080084
REQUEST	297		circuit-breaker	1554985073753	1554985080087	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	297	END	1554985073753	1554985080087
REQUEST	301		circuit-breaker	1554985073995	1554985080090	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	301	END	1554985073995	1554985080090
REQUEST	305		circuit-breaker	1554985074223	1554985080093	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	305	END	1554985074222	1554985080093
REQUEST	309		circuit-breaker	1554985074464	1554985080096	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	309	END	1554985074463	1554985080096
REQUEST	390		circuit-breaker	1554985078905	1554985080096	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	390	END	1554985078904	1554985080097
REQUEST	313		circuit-breaker	1554985074693	1554985080099	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	313	END	1554985074692	1554985080099
REQUEST	317		circuit-breaker	1554985074925	1554985080102	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	317	END	1554985074924	1554985080102
USER	Circuit breaker scenario	414	START	1554985080102	1554985080102
REQUEST	321		circuit-breaker	1554985075142	1554985080107	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	321	END	1554985075142	1554985080107
REQUEST	325		circuit-breaker	1554985075364	1554985080109	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	325	END	1554985075364	1554985080110
REQUEST	329		circuit-breaker	1554985075592	1554985080113	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	329	END	1554985075592	1554985080114
REQUEST	333		circuit-breaker	1554985075815	1554985080118	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	333	END	1554985075814	1554985080118
REQUEST	337		circuit-breaker	1554985076033	1554985080121	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	337	END	1554985076033	1554985080122
REQUEST	341		circuit-breaker	1554985076253	1554985080125	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	341	END	1554985076252	1554985080125
REQUEST	345		circuit-breaker	1554985076484	1554985080128	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	345	END	1554985076484	1554985080128
REQUEST	394		circuit-breaker	1554985079102	1554985080130	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	394	END	1554985079102	1554985080131
REQUEST	349		circuit-breaker	1554985076704	1554985080131	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	349	END	1554985076703	1554985080132
REQUEST	353		circuit-breaker	1554985076923	1554985080134	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	353	END	1554985076922	1554985080134
REQUEST	398		circuit-breaker	1554985079304	1554985080136	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	398	END	1554985079304	1554985080136
REQUEST	357		circuit-breaker	1554985077143	1554985080137	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	357	END	1554985077142	1554985080138
REQUEST	361		circuit-breaker	1554985077364	1554985080140	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	361	END	1554985077364	1554985080141
REQUEST	402		circuit-breaker	1554985079503	1554985080142	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	402	END	1554985079503	1554985080142
REQUEST	365		circuit-breaker	1554985077594	1554985080144	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	365	END	1554985077594	1554985080145
REQUEST	406		circuit-breaker	1554985079704	1554985080147	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	406	END	1554985079703	1554985080147
REQUEST	369		circuit-breaker	1554985077813	1554985080148	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	369	END	1554985077812	1554985080149
USER	Circuit breaker scenario	415	START	1554985080153	1554985080153
REQUEST	373		circuit-breaker	1554985078022	1554985080154	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	373	END	1554985078022	1554985080155
REQUEST	410		circuit-breaker	1554985079903	1554985080155	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	410	END	1554985079902	1554985080155
REQUEST	415		circuit-breaker	1554985080153	1554985080158	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	415	END	1554985080153	1554985080158
REQUEST	377		circuit-breaker	1554985078234	1554985080160	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	377	END	1554985078234	1554985080160
REQUEST	381		circuit-breaker	1554985078443	1554985080164	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	381	END	1554985078442	1554985080165
REQUEST	414		circuit-breaker	1554985080103	1554985080166	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	414	END	1554985080102	1554985080166
REQUEST	385		circuit-breaker	1554985078653	1554985080168	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	385	END	1554985078653	1554985080168
REQUEST	389		circuit-breaker	1554985078853	1554985080172	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	389	END	1554985078853	1554985080172
REQUEST	393		circuit-breaker	1554985079054	1554985080175	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	393	END	1554985079053	1554985080176
REQUEST	397		circuit-breaker	1554985079253	1554985080179	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	397	END	1554985079253	1554985080179
REQUEST	401		circuit-breaker	1554985079454	1554985080182	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	401	END	1554985079453	1554985080183
REQUEST	405		circuit-breaker	1554985079653	1554985080185	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	405	END	1554985079653	1554985080186
REQUEST	409		circuit-breaker	1554985079854	1554985080190	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	409	END	1554985079853	1554985080191
REQUEST	413		circuit-breaker	1554985080053	1554985080194	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	413	END	1554985080053	1554985080195
USER	Circuit breaker scenario	416	START	1554985080202	1554985080202
REQUEST	416		circuit-breaker	1554985080202	1554985080206	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
